Pos.,Song,Artist,LINK SPOTON,LINK SPOTIFY,ID,30s-Preview,BPM,KEY,MODE,DANCEABILITY,ENERGY,VALENCE,ACOUSTICNESS,INSTRUMENTALNESS,SPEECHINESS,LIVENESS
40,Touch,Little Mix,http://www.spotontrack.com/track/touch/5576497,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z,5Ua3GXyHwiSfpNTMjq6m2z,https://p.scdn.co/mp3-preview/1da7e81a261e755950041a826f4418096050eb34?cid=null,  101.82100000,  E,  Major,  61%,  72%,  52%,  3%,  0%,  10%,  40%
41,Selfish,Future,http://www.spotontrack.com/track/selfish/9935229,https://open.spotify.com/track/2Ce5IyMlVRVvN997ZJjJJA,2Ce5IyMlVRVvN997ZJjJJA,https://p.scdn.co/mp3-preview/716d5059aff4caf46c88d09cb7baef5898e3a71c?cid=null,  95.74600000,  G#,  Major,  42%,  37%,  10%,  3%,  0%,  7%,  38%
42,It Ain’t Me (with Selena Gomez),Kygo,http://www.spotontrack.com/track/it-ain-t-me-with-selena-gomez/9066734,https://open.spotify.com/track/12GEpg2XOPyqk03JZEZnJs,12GEpg2XOPyqk03JZEZnJs,,  99.98300000,  C,  Major,  65%,  53%,  50%,  9%,  0%,  7%,  8%
43,The One,The Chainsmokers,http://www.spotontrack.com/track/the-one/16112640,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5,0wfbD5rAksdXUzRvMfM3x5,https://p.scdn.co/mp3-preview/09ec5f0483dec2197bb6a4e1700eaf4a71789ca8?cid=null,  99.99100000,  D,  Major,  76%,  30%,  16%,  24%,  0%,  3%,  29%
44,Mask Off,Future,http://www.spotontrack.com/track/mask-off/9075349,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8,3rOSwuTsUlJp0Pu0MkN8r8,https://p.scdn.co/mp3-preview/0519fc7c44d418ca6c721d9aa83e9597065288e1?cid=null,  150.07500000,  D,  Major,  82%,  42%,  23%,  0%,  47%,  33%,  17%
45,Sign of the Times,Harry Styles,http://www.spotontrack.com/track/sign-of-the-times/22753117,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN,5Ohxk2dO5COHF1krpoPigN,https://p.scdn.co/mp3-preview/af237206f611b722f48620ece049aff3b8650e77?cid=null,  119.97200000,  F,  Major,  52%,  60%,  21%,  3%,  0%,  3%,  11%
46,Issues,Julia Michaels,http://www.spotontrack.com/track/issues/7065922,https://open.spotify.com/track/6AeQlMyRzvSl1nkFztZyKl,6AeQlMyRzvSl1nkFztZyKl,,  113.96200000,  G#,  Major,  70%,  42%,  45%,  42%,  0%,  9%,  6%
47,That's What I Like,Bruno Mars,http://www.spotontrack.com/track/that-s-what-i-like/5576083,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,0KKkJNfGyhkQ5aFogxQAPU,https://p.scdn.co/mp3-preview/f09116ce18bd77f543e68a925e5a96509e79ac6a?cid=null,  134.06600000,  C#,  Major,  85%,  56%,  85%,  1%,  0%,  4%,  9%
48,Still Got Time,ZAYN,http://www.spotontrack.com/track/still-got-time/13465989,https://open.spotify.com/track/000xQL6tZNLJzIrtIgxqSl,000xQL6tZNLJzIrtIgxqSl,https://p.scdn.co/mp3-preview/2385471a5d35709ad90e368dacabe4082af4541a?cid=null,  120.96300000,  G,  Major,  75%,  63%,  51%,  13%,  0%,  6%,  9%
49,Location,Khalid,http://www.spotontrack.com/track/location/10406309,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,152lZdxL1OR0ZMW6KquMif,https://p.scdn.co/mp3-preview/d50dfb78af7cb29f6363ba1a0d2cbdd707ee137c?cid=null,  80.12600000,  C#,  Minor,  74%,  45%,  32%,  33%,  0%,  43%,  9%
50,Body Like A Back Road,Sam Hunt,http://www.spotontrack.com/track/body-like-a-back-road/7482472,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO,7mldq42yDuxiUNn08nvzHO,,  98.96300000,  F,  Major,  73%,  47%,  62%,  46%,  0%,  3%,  10%
