Pos.,Song,Artist,LINK SPOTON,LINK SPOTIFY,ID,30s-Preview,BPM,KEY,MODE,DANCEABILITY,ENERGY,VALENCE,ACOUSTICNESS,INSTRUMENTALNESS,SPEECHINESS,LIVENESS
16,Gyalchester,Drake,http://www.spotontrack.com/track/gyalchester/12793029,https://open.spotify.com/track/6UjfByV1lDLW0SOVQA4NAi,6UjfByV1lDLW0SOVQA4NAi,,  131.01200000,  C#,  Major,  87%,  39%,  15%,  3%,  0%,  6%,  9%
17,DNA.,Kendrick Lamar,http://www.spotontrack.com/track/dna/17622696,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,6HZILIRieu8S0iqY8kIKhj,,  139.93100000,  C#,  Major,  64%,  51%,  38%,  0%,  0%,  37%,  9%
18,Jump Out The Window,Big Sean,http://www.spotontrack.com/track/jump-out-the-window/7505292,https://open.spotify.com/track/1jQsKN68yE94tMYml0wHMd,1jQsKN68yE94tMYml0wHMd,,  136.97200000,  C#,  Major,  75%,  71%,  54%,  15%,  0%,  8%,  13%
19,Don't Get Too High,Bryson Tiller,http://www.spotontrack.com/track/don-t-get-too-high/23767920,https://open.spotify.com/track/0OVhQZkNe7lh0fQeH96EFW,0OVhQZkNe7lh0fQeH96EFW,https://p.scdn.co/mp3-preview/9663cb843eb7e45c3dd8e52ef938329b1edaa5c1?cid=null,  124.05500000,  C#,  Major,  88%,  50%,  47%,  1%,  0%,  7%,  12%
20,Get Right Witcha,Migos,http://www.spotontrack.com/track/get-right-witcha/7405037,https://open.spotify.com/track/76Y0gxtTxN0FyDCYh5qYQj,76Y0gxtTxN0FyDCYh5qYQj,https://p.scdn.co/mp3-preview/0b87da8236cde7dc58720eade86ca0744350fada?cid=null,  136.98000000,  A#,  Minor,  95%,  74%,  63%,  6%,  0%,  24%,  10%
21,wokeuplikethis*,Playboi Carti,http://www.spotontrack.com/track/wokeuplikethis/17722322,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt,59J5nzL1KniFHnU120dQzt,,  78.47500000,  G#,  Major,  79%,  62%,  48%,  1%,  0%,  25%,  15%
22,Patty Cake,Kodak Black,http://www.spotontrack.com/track/patty-cake/14935338,https://open.spotify.com/track/0bXFIF7iL17TYLyx8JHziM,0bXFIF7iL17TYLyx8JHziM,https://p.scdn.co/mp3-preview/61944446d7dbe03ba9426384c379154af1064476?cid=null,  152.07800000,  C#,  Major,  76%,  74%,  55%,  21%,  0%,  26%,  19%
23,Trap Paris (feat. Quavo & Ty Dolla $ign),Machine Gun Kelly,http://www.spotontrack.com/track/trap-paris-feat-quavo-ty-dolla-ign/22775005,https://open.spotify.com/track/5hfpu8saHLGedbHRtNCYjm,5hfpu8saHLGedbHRtNCYjm,,  124.99200000,  E,  Minor,  96%,  63%,  19%,  2%,  0%,  7%,  9%
24,Everyday We Lit (Remix),YFN Lucci,http://www.spotontrack.com/track/everyday-we-lit-remix/22833256,https://open.spotify.com/track/15muuXcaTz4RqVv1fJZuBZ,15muuXcaTz4RqVv1fJZuBZ,https://p.scdn.co/mp3-preview/fab836c6e6ec2d3feb0760549ed9429f32ba7a69?cid=null,  155.93400000,  G,  Major,  75%,  66%,  59%,  14%,  0%,  6%,  17%
25,Run Me Dry,Bryson Tiller,http://www.spotontrack.com/track/run-me-dry/23767926,https://open.spotify.com/track/5GG3knKdxKWrNboRijxeKF,5GG3knKdxKWrNboRijxeKF,https://p.scdn.co/mp3-preview/a49586868718985f927cc3f2e86ea57b65da08ee?cid=null,  193.88100000,  A,  Minor,  65%,  76%,  61%,  39%,  0%,  49%,  20%
26,From The D To The A (feat. Lil Yachty),Tee Grizzley,http://www.spotontrack.com/track/from-the-d-to-the-a-feat-lil-yachty/12671238,https://open.spotify.com/track/2NyrXRn4tancYPW6JwtTl2,2NyrXRn4tancYPW6JwtTl2,https://p.scdn.co/mp3-preview/155643656a12e570e4dda20a9a24d9da765b9ac5?cid=null,  99.06100000,  A#,  Minor,  85%,  63%,  67%,  20%,  0%,  30%,  27%
27,Priorities,Lil Yachty,http://www.spotontrack.com/track/priorities/23779973,https://open.spotify.com/track/41nFodiQgbNhVrPsLuKZ2a,41nFodiQgbNhVrPsLuKZ2a,,  140.00500000,  F#,  Major,  92%,  53%,  83%,  9%,  0%,  43%,  11%
28,Disrespectful,G4SHI,http://www.spotontrack.com/track/disrespectful/10492411,https://open.spotify.com/track/0dvu4Irbq0SM5BWny30rRR,0dvu4Irbq0SM5BWny30rRR,https://p.scdn.co/mp3-preview/c349e2baa9009cce99170a434ddec5468adb89c6?cid=null,  152.00300000,  C#,  Major,  71%,  55%,  16%,  2%,  0%,  7%,  12%
29,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,http://www.spotontrack.com/track/perfect-pint-feat-kendrick-lamar-gucci-mane-rae-sremmurd/13354836,https://open.spotify.com/track/3H1JaS0NUNFjwVcJZ76SgC,3H1JaS0NUNFjwVcJZ76SgC,,  180.05700000,  E,  Minor,  74%,  56%,  30%,  15%,  0%,  15%,  7%
30,Both Eyes Closed (feat. 2 Chainz and Young Dolph),Gucci Mane,http://www.spotontrack.com/track/both-eyes-closed-feat-2-chainz-and-young-dolph/23779861,https://open.spotify.com/track/5HtziFfFGxXpugCqZaAHoY,5HtziFfFGxXpugCqZaAHoY,https://p.scdn.co/mp3-preview/5f5224430cbe53e19f79e617b5880dfb0b94dea8?cid=null,  82.02600000,  A#,  Minor,  77%,  51%,  41%,  49%,  0%,  34%,  10%
31,Neighbors,J. Cole,http://www.spotontrack.com/track/neighbors/6547967,https://open.spotify.com/track/0utlOiJy2weVl9WTkcEWHy,0utlOiJy2weVl9WTkcEWHy,,None,None,None,None,None,None,None,None,None,None
32,What in XXXTarnation,Xxxtentacion,http://www.spotontrack.com/track/what-in-xxxtarnation/19600687,https://open.spotify.com/track/3wBAhQLR9VjWfyYO3u4oPR,3wBAhQLR9VjWfyYO3u4oPR,https://p.scdn.co/mp3-preview/26f5538a17173cc7ac304a4c0f63ce43480f1554?cid=null,  119.08800000,  G,  Major,  85%,  59%,  43%,  17%,  0%,  18%,  10%
33,Flex Like Ouu,Lil Pump,http://www.spotontrack.com/track/flex-like-ouu/13236317,https://open.spotify.com/track/4XF1D03U8LuaLzlCMugIE5,4XF1D03U8LuaLzlCMugIE5,https://p.scdn.co/mp3-preview/475b6e9e01a2be3ffcf367fac5652049efaaff52?cid=null,  141.98100000,  F#,  Major,  86%,  43%,  71%,  20%,  0%,  7%,  9%
34,I'm so Groovy,Future,http://www.spotontrack.com/track/i-m-so-groovy/9075353,https://open.spotify.com/track/4lozYCMRLtEc46exlhoK2Q,4lozYCMRLtEc46exlhoK2Q,https://p.scdn.co/mp3-preview/38d45b2fe9da7cc6dd7844b662165edc2a7beb20?cid=null,  138.05900000,  C#,  Major,  94%,  48%,  38%,  4%,  1%,  27%,  8%
35,Up,NAV,http://www.spotontrack.com/track/up/9935838,https://open.spotify.com/track/5qbcsZMwL0x46sX7VO37Ye,5qbcsZMwL0x46sX7VO37Ye,,  77.11400000,  G#,  Minor,  71%,  49%,  37%,  3%,  0%,  9%,  11%
36,Love Galore,SZA,http://www.spotontrack.com/track/love-galore/20605235,https://open.spotify.com/track/1E2ePlJmijVSX0o1G9TFgR,1E2ePlJmijVSX0o1G9TFgR,https://p.scdn.co/mp3-preview/7c9e74dd63eea9bb35bc69068cc91b8e675cc5b3?cid=null,  134.93800000,  C,  Major,  79%,  63%,  38%,  10%,  0%,  8%,  11%
37,LOVE. FEAT. ZACARI.,Kendrick Lamar,http://www.spotontrack.com/track/love-feat-zacari/17622704,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,6PGoSes0D9eUDeeAafB2As,,  126.07500000,  A#,  Major,  80%,  58%,  78%,  29%,  0%,  10%,  15%
38,Me You,Russ,http://www.spotontrack.com/track/me-you/21912142,https://open.spotify.com/track/4f1QbCjIAgQwnf7ms9NXWx,4f1QbCjIAgQwnf7ms9NXWx,https://p.scdn.co/mp3-preview/1673c8436d116e161c7a79c373812810f9dc6d3b?cid=null,  95.01900000,  G#,  Major,  70%,  76%,  25%,  0%,  0%,  3%,  14%
39,First Day Out,Tee Grizzley,http://www.spotontrack.com/track/first-day-out/7012940,https://open.spotify.com/track/0mGgkrD2phGmsBiDy58z1O,0mGgkrD2phGmsBiDy58z1O,https://p.scdn.co/mp3-preview/238e15cd825003673c2e1efc0b4aec9263876e01?cid=null,  97.99100000,  C#,  Major,  59%,  71%,  40%,  17%,  0%,  41%,  13%
40,Up,Desiigner,http://www.spotontrack.com/track/up/15781459,https://open.spotify.com/track/5YYjsDIxJKpVgNLkPpBmRA,5YYjsDIxJKpVgNLkPpBmRA,,  144.05100000,  G#,  Major,  91%,  64%,  39%,  2%,  0%,  38%,  26%
41,Gilligan,D.R.A.M.,http://www.spotontrack.com/track/gilligan/19118455,https://open.spotify.com/track/2frDm1v0SFNyeduw3gO632,2frDm1v0SFNyeduw3gO632,https://p.scdn.co/mp3-preview/34f410a463d5b04fb6e32ae348f61b7a753abba4?cid=null,  148.01000000,  C#,  Major,  88%,  67%,  62%,  3%,  0%,  21%,  32%
42,Look At Me!,Xxxtentacion,http://www.spotontrack.com/track/look-at-me/9928234,https://open.spotify.com/track/7floNISpH8VF4z4459Qo18,7floNISpH8VF4z4459Qo18,https://p.scdn.co/mp3-preview/b1aec4586cd200a817ed4d28baaaa2b3aa483e26?cid=null,  138.98600000,  C#,  Major,  73%,  73%,  19%,  3%,  0%,  30%,  38%
43,East Coast,A$AP Ferg,http://www.spotontrack.com/track/east-coast/16123861,https://open.spotify.com/track/4D1aO0inbRZFsicPx9Jw3B,4D1aO0inbRZFsicPx9Jw3B,https://p.scdn.co/mp3-preview/86352a9df1b3eef570a4392ef89b1d66023b5d85?cid=null,  134.38300000,  B,  Minor,  65%,  89%,  18%,  21%,  0%,  30%,  29%
44,Colombia Heights (Te Llamo) [feat. J Balvin],Wale,http://www.spotontrack.com/track/colombia-heights-te-llamo-feat-j-balvin/20523857,https://open.spotify.com/track/6HL9fQAZ5jwajChlEIqVzf,6HL9fQAZ5jwajChlEIqVzf,https://p.scdn.co/mp3-preview/7af8bb2a75d0c002bc3e7e8c6f95eadff2277a83?cid=null,  135.97000000,  C#,  Minor,  94%,  62%,  70%,  12%,  0%,  16%,  8%
45,Everybody,Logic,http://www.spotontrack.com/track/everybody/22004900,https://open.spotify.com/track/7cGFbx7MP0H23iHZTZpqMM,7cGFbx7MP0H23iHZTZpqMM,,  110.00300000,  C#,  Major,  89%,  93%,  79%,  16%,  0%,  9%,  7%
46,It's A Vibe,2 Chainz,http://www.spotontrack.com/track/it-s-a-vibe/11565196,https://open.spotify.com/track/1p5B1jJk75RAblZCTnzUTU,1p5B1jJk75RAblZCTnzUTU,,  72.91300000,  G,  Major,  80%,  49%,  55%,  3%,  0%,  18%,  11%
47,Kill Jill,Big Boi,http://www.spotontrack.com/track/kill-jill/19018289,https://open.spotify.com/track/0rU1aBF8cQ8xS3H25qWuMz,0rU1aBF8cQ8xS3H25qWuMz,https://p.scdn.co/mp3-preview/1cb344e49f240ec1ae951c074f50fc9cb8c46216?cid=null,  139.93400000,  G,  Minor,  77%,  53%,  11%,  21%,  0%,  23%,  10%
48,Myself,NAV,http://www.spotontrack.com/track/myself/9935833,https://open.spotify.com/track/05nbZ1xxVNwUTcGwLbp7CN,05nbZ1xxVNwUTcGwLbp7CN,,  159.74100000,  F,  Minor,  65%,  39%,  10%,  66%,  0%,  28%,  11%
49,Do Not Disturb,Drake,http://www.spotontrack.com/track/do-not-disturb/12793042,https://open.spotify.com/track/2KvHC9z14GSl4YpkNMX384,2KvHC9z14GSl4YpkNMX384,,  171.02900000,  G,  Minor,  79%,  69%,  46%,  23%,  0%,  40%,  11%
50,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,http://www.spotontrack.com/track/loyalty-feat-rihanna/17622700,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,6SwRhMLwNqEi6alNPVG00n,,  110.80300000,  A,  Minor,  68%,  54%,  42%,  2%,  0%,  6%,  17%
